label	text_a	text_b
1	低血糖怎么治？	低血糖该怎么看？
0	周星驰和向太是怎么回事	谢霆锋和王菲是怎么回事
1	什么时候做唐氏筛查最好	我应该什么时候去做唐氏筛查。
0	求一鼠标连点器	鼠标连点器脚本
0	期待你的爱是什么意思	期待的意思是什么
1	高楼大厦。是什么生肖？	高楼大厦是什么生肖
1	腿上汗毛重，可以怎么去除	怎样去除汗毛
0	动物医学考研考什么好？	动物医学专业的女生考研好吗？
1	迷幻蘑菇是什么呢！	迷幻蘑菇是什么啊
1	茄子怎么做好吃	茄子怎么做好吃？
1	思春什么意思	思春是什么意思？
1	怎样可以让星探发现	要怎样才会被星探发现呢？
1	推荐一些好玩呢单机游戏吧	推荐些好玩的单机游戏
1	移动卡好还是联通卡好？	移动卡号还是联通卡好？
1	请大伙帮忙推荐一款移动硬盘？	请各位推荐一款不错的可移动硬盘
0	避免的近义词是什么	压抑的近义词是什么
1	我想找一本关于重生的小说。	求一部小说(都市类)
1	推荐好看的韩剧	好看的韩剧推荐
0	一仆二主杨树的手机铃声	求：允儿爱情雨手机铃声
0	闭经吃什么药？哪些比较有用啊？	闭经吃什么好呀？有没有什么食疗方法？
1	谁送我个天天酷跑厉害的号	谁能送我个天天酷跑很厉害的号。
0	什么木头不怕水	什么木头不怕油
0	2012伦敦奥运会比赛视频	2012伦敦奥运会完整版视频
0	哪里有医保卡取现金	租房公积金怎么取
0	稻草人是谁写的	《稻草人》谁唱的？
1	手机在飞行模式下还会有辐射吗？	手机开飞行模式有辐射吗
1	什么牌子的奶瓶好?	什么牌子的奶瓶好？
0	我的世界手机版有村庄吗？	手机版【我的世界】村庄有什么用？
0	刚刚听说红色钱包会漏财。这是真的吗？	红色钱包破财，粉红色钱包破财不？
1	中国移动免费流量怎么获取	怎么免费获取中国移动的流量
0	最好听的女生名字	谁有最好听的网名，请给我
0	木瓜炖雪蛤怎么做	木瓜怎么吃呀
1	蓝色和什么颜色搭配最好看?	蓝色和什么颜色搭配好看
1	瞻仰这个词的意思是什么？	瞻仰是什么意思
0	有没有会动的JPG动态图片	有没有数钱的动态图片
1	求我太太是高中生下载地址	我太太是高中生5高清完整版下载跪谢
0	鸡肉怎么做最好吃？	狗肉要怎么做才会最好吃呢？
1	柠檬水减肥吗？	减肥喝柠檬水好吗
1	古剑奇谭主题曲是什么？	古剑奇谭里的主题曲是什么
1	初吻的感觉是什么样的	“初吻”是什么样的感觉
1	怎么瘦肌肉型小腿啊	肌肉型小腿粗怎么减
0	女士带什么手表好看	什么女士手表好看
1	男人怎么长胡子	男人如何长胡子？
1	解酒的最快方法有哪些	快速醒酒的办法有哪些求解酒的最快方法
1	大学生验证仅针对在读学生，已毕业学生不能申请的哦。	您好，大学生验证仅针对在读学生，已毕业学生不能申请。
1	那我建议您修改您的登录密码和支付密码呢？	建议您修改您的登录密码和支付密码的
0	[猫鼠]逼亲记.txt	[鼠猫]浣溪沙.txt
0	数学题，急！	求搜狗韩文输入法下载，急！
0	现在深圳有没有什么好厂还在招工呢？	深圳伟创力的工资怎样？现在招工吗？
1	怎么看苹果手机版本	怎么查苹果手机是什么版本
0	什么样的女人有福气？	什么样的女人嫁不出去？
1	有没有什么软件可以赚钱	有什么可以赚钱的软件吗
1	这是什么的表情包…？	这是什么的表情包？
1	好的相亲网站有哪些	相亲网站有哪些？哪个好一些？
1	现在什么手机好	现在买什么手机好
1	女明星谁的波最大	女明星谁的胸最大
1	怎么安装驱动程序	驱动程序怎么安装
1	现在做什么行业最好？	现在做什么行业最好
0	屌丝女怎么变女神	穷屌丝怎么去追女神
1	天高任鸟飞的上一句是什么	天高任鸟飞前一句是啥
1	天津市的市花是什么？	天津市的市花是什么花？
1	这张图出自哪里	这张图是谁，出自？
1	求一本古言小说名字。	求一本古言小说的名字
1	百度能搜索图片吗	百度可以用图片搜索吗？
0	爸爸去哪儿大电影在电脑上哪里能看啊？	爸爸去哪儿大电影枪版的哪里有的看啊，求网址
1	童装哪里批发	童装哪里有批发
1	请问有什么好看的电影和电视剧	有什么好看的电影电视剧，推荐下。
1	长沙最好的妇科医院	长沙哪个妇科医院最好
0	你的真名是什么	后弦的真名是什么？
0	这头型怎么样？	这是啥头型
0	身上起了很多小红点	手上起了一很痛的硬疙瘩
0	今年种什么好呢	问你今年是什么年
1	情侣头像，找另一半	求这个的情侣头像另一半
0	好玩的单机游戏越野摩托车	求一款好玩儿的单机游戏
1	海贼王一共有几集	海贼王一共有几集?
0	求甜甜的歌词翻译成日语罗马音，急	求这句罗马音日语句子的翻译。
0	步步高家教机h8有用吗？	步步高家教机有没有流量
0	中国领导人抽什么烟	年轻人抽什么烟
1	沧海一粟是什么意思	沧海一粟什么意思？
0	合肥电子工程学院有什么专业	合肥解放军电子工程学院怎么样呀？
0	街机千炮捕鱼怎么刷金币	千炮捕鱼怎么修改金币
0	它字加部首有什么?	“用”字加什么部首
0	疯狂猜明星小时候这个这个！	天天爱猜图三个字的明星是什么
0	双人小游戏怎么删	怎么做双人小游戏
1	小学生科技小制作怎么做？	小学生科技小制作怎么做呀~
1	庙建成菩萨到(打上海一地名)	庙建成菩萨到(打上海一地名)。
1	有哪些好看的美食节目	哪些美食节目好看
0	什么是目标	我的目标是什么
0	是转账到卡的吧	是转到邮政对方姓黄是吗
0	关于用支付宝买东西的问题	关于无线路由器被人蹭网的问题！
1	甘油在哪里可以买到	甘油在哪里可以买到？
1	什么电视剧好看	有什么好看的电视剧啊？
1	翻译？什么意思？	什么意思，翻译
0	最新现代军事题材电视剧有哪些？	有好看的现代军事电视剧吗
0	移动手机卡可以过户吗？	我这充电宝可以带上飞机吗
1	周传雄有哪些好听的歌曲？	周传雄的歌有哪些好听，推荐一下
1	百度快照优化怎样做	百度快照怎样优化
1	手机怎么刷单	手机刷单是怎样的？
1	这是什么树叶啊？	这是什么树的树叶？
1	上海外滩怎么去	上海外滩怎么走
1	现在开什么服装店赚钱	现在开什么服装店最赚钱。
1	如何可以让自己力气变大	怎么让自己力气变大
1	顺丰快递电话多少?	顺丰快递电话是多少
0	现在对于丰胸的方法都有哪些	丰胸的方法有哪些,哪里做得比较好啊
0	燕麦米怎么吃好	燕麦怎么吃
1	化妆品广告语	化妆品店广告语
0	鸭子是什么意思	当鸭子是什么意思？
0	求王俊凯这张高清大图么么哒	求电影【青蛇】高清下载
1	已经给您发送了，辛苦您看一下的，辛苦您了。	已经重新给您发送，辛苦您查收下的，辛苦您了的
1	买零食去哪个网站好	零食在哪个网站
1	如何在网上找兼职	网上兼职怎么找？
0	您好，处理时间需要48小时加急4个工作小时	，给您带来不便请谅解。建设两小时服务的时间是：6-20点内
1	吃多了辣条，会怎么样？	辣条吃多了会怎样？
0	红色头发，挑染什么颜色好看。	黑色头发挑染什么颜色的头发好看？
0	怎么好抓野猪	氽野猪肉怎么吃
1	这句英语怎么读，什么意思	什么意思这句英语
1	嘴里发苦，想吐，是什么原因？	嘴里发苦是什么原因
1	人民日报社论	关于人民日报社论
1	这个是什么动画人物？	这个是谁，动画人物
0	近义词巧妙()	踊跃的金近义词是()？
0	选什么样的眼镜框好	眼镜框的腿断了
0	郑州哪有好吃的？	郑州好吃的小吃店
0	红楼梦23回是什么生肖	东方肚白代表什么生肖
0	手机留言怎样弄。	怎么在手机上删留言
0	用自己的话说说难以捉摸的意思	用自己的话说说，惊弓之鸟的意思
1	哪个手机网络电话软件最好用？	手机网络电话软件哪个最好用
0	很抱歉，这个需要查询您的信息后核实一下的，麻烦您了。	很抱歉给您带来不便了。您的情况建议您联系银行核实一下您的情况，辛苦您了
0	舅舅叫我老婆什么	舅舅的老婆叫什么？
0	哪些男明星不是处男	姓韩的男明星有哪些
0	是提现到您的银行卡了吗？	您查看的显示的是银行处理中还是银行处理成功的呢
1	吃韭菜壮阳吗	韭菜能壮阳吗？
1	世界上最长寿的动物是什么？	世界上最长寿的动物是什么
1	求这个图片完整版	这个图片的完整版
0	有什么好看的动漫剧场版	有什么像我的狐仙女友一样的动漫
0	西红柿和蜂蜜能一起吃吗	西红柿和猪肝能一起吃吗
1	是什么电视或电影	这是什么电视还是电影？
1	请问这个符号什么意思	&请问这个符号什么意思
0	恩恩，明白了的亲，需要为您转接核实一下的哦	需要你联系一下淘宝核实一下具体的原因哦
1	海贼王和火影哪个好看	海贼王火影死神哪个最好看
1	您好，请问还款的金额是多少？	您好，请问是还款的金额的多少？
0	新浪微博有夜间模式吗	新浪微博有访问记录吗
0	我的世界我很怕挖矿	我的世界挖矿
0	具体还是以您的页面显示为准的	淘宝账户无法登录有多种情况，若页面有报错提示请按照页面提示进行操作
1	南京医科大学如何？	南京医科大学怎么样
0	一部穿越小说	寻一部反穿越小说，急！
0	馅饼面怎么做	馅饼面怎么活
1	绿豆汤为什么熬出来是红色？	绿豆汤为什么是红色的?
1	请问图片上的这个植物叫什么？	请问如下图片中植物是什么花？
1	驾驶证查询怎么搞	驾驶证查询怎么查？
1	莆田哪里好玩	莆田哪里好玩啊
1	北京现代汽车怎么样	北京现代的汽车怎么样啊？
0	不解之缘是什么意思？	不解之缘的缘是什么意思
0	聚美优品的东西都是正品吗？	唯品会上的东西是正品吗？
0	脸有点胖，还会皮肤过敏可以打瘦脸针吗？	瘦脸针打了效果明显吗？有没有副作用?
1	拥抱太阳的月亮小说中文版！	拥抱太阳的月亮小说中文版
1	具体是哪里不对呢？	请问具体是哪里不对呢？
0	请问您是忘记登陆密码了吗？	您好，请问您的新浪邮箱的登陆密码您是否还记得呢？
1	有关天气的成语。	与天气有关的成语
1	怎样让鼻孔变小。	怎样可以让鼻孔变小
0	您是转到您的朋友的支付宝账户吗	请您提供您的朋友的支付宝账户和您的朋友给您转账的金额，谢谢您了。
1	男生若喜欢你,眼神是什么样的	一个男生喜欢你和玩你的眼神有什么区别
0	日历表2015日历一只蜜蜂是什么成语	一只蚊子丁在挂历上！打一成语
1	求歌词：谁会在意我流下的泪	《谁在意我流下的泪》的歌词
1	跪求一部电影！	跪求！托尼贾一部电影
1	微信上怎么开店	微信如何开店？
1	菲诗小铺的护肤品怎么样	菲诗小铺的护肤品怎么样？
1	女人为什么喜欢养狗呀	女人为什么喜欢养狗呢
1	谢霆锋真的和张柏芝要离婚吗？	张柏芝和谢霆锋真的离婚了吗
1	上面的英文什么意思？	这上面的英文是什么意思？
1	养什么小动物比较好?	宝宝养什么小动物比较好
0	多吃干香菇有营养吗	多吃酵素有副作用吗
1	哪些食物不宜放在冰箱	哪些食物不宜放在冰箱里
1	什么是吕氏春秋？	什么是吕氏春秋
0	黑米手机是什么	这是华为什么型号的手机？
1	挂烫机品牌哪个好	挂烫机哪个品牌的好
0	高耐糖酵母可以做包子吗	做小笼包子皮的面粉要放酵母吗
1	太阳黑子的小说	太阳黑子小说有哪些
1	姓氏壁纸怎么做	姓氏壁纸怎么做？
1	哪个牌子的湿粉饼好用	那个牌子的粉饼好用
1	花呗支付退款是退回到您使用的花呗的额度的。	使用花呗支付退款是退回到您是有的花呗的额度的。
0	四年级下册第三单元数学日记	小学三年级周长数学日记
1	失去的东西可以在回来吗？	失去了的东西会回来吗？
0	云南警官学院法学怎么样?	云南司法警官学院怎么样啊？
0	八年级下册人教版地理期末试卷	八年级上册地理期末考试重点
1	星座是农历还是阳历啊	星座是按农历算，还是阳历算
0	最搞笑的动画片是什么？	有什么搞笑的动画片
0	大家帮我看看这是什么电影？	帮我看看这是什么电影跟狗有关的
1	让我们一起云创业！	我们一起创业吧！
0	苹果手机玩的时候发烫是什么原因	电脑怎么调显卡啊这里哪个是啊
0	常做什么样的运动可以提高身体协调性？	练功夫可以提高自己身体的协调能力吗？
0	初中毕业学计算机网络技术可以吗?有前途吗?	现在学计算机网络技术好吗？有前途吗？本人男17。
1	三国演义好看吗	三国演义好看吗？
1	宋朝开国皇帝是谁？	宋朝第一代皇帝是谁？
1	求大神这是什么字体？	这是什么字体啊求大神
1	什么牌子的洗衣液好用?	什么牌子的洗衣液好用？
0	生肖鼠的守护神是什么？	生肖鸡的守护神是什么？
1	今年流行什么发型和颜色	今年流行女性什么颜色头发和发型
1	有什么好听的有声小说？	有什么好听的有声小说
0	异世之风流大法师的女主角	异世之风流大法师龙一有哪几个老婆
0	梦见很多只猫	梦见有很多虫咬
1	怎样画冰雪奇缘	漫画美少女怎么画
1	国外怎么看优酷	在国外怎么看优酷
0	比喻的成语有哪些	带车的成语有哪些
1	笔记本电脑什么牌子的好用	什么牌子笔记本电脑好
1	左眼皮跳跳是什么意思？	左眼皮跳跳是什么意思
1	小苹果怎样下载	如何下载小苹果
0	为什么射精后睾丸会疼？	长时间勃起不射精为什么睾丸疼痛
1	怎么赚快钱？	如何赚快钱．？
1	怎么在淘宝网开店赚钱啊	怎么才能在淘宝开店赚钱
1	如何做好学生会主席的工作	如何做好学生会组织部的工作
1	这狗是什么品种的	这狗是什么品种？
0	求大家推荐动漫！	谁有北京夜景图，求一张，谢谢
1	怎样制作二维码	二维码如何制作
1	早上可以空腹吃水果吗	早上空腹吃水果好吗
0	最美的时候是什么时候？	最美的是什么呢？
0	云南林业职业技术学院住宿情况	5347云南林业职业技术学院三校生录取人员名单
0	情侣网名配对器	配对情侣网名
1	有什么减肥药效果好的	有什么又有效又便宜的减肥药吗
0	求音乐：爱是你我原唱是谁	求音乐：伤不起原唱是谁
1	我和那个明星长得像	我长得像那个明星了
0	孕妇可以吃泥鳅吗	孕妇能吃泥鳅鱼吗
0	求初二上册电学题目	求初二上册语文课本内容
1	湿疹与神经性皮炎的区别是什么	湿疹和神经性皮炎有什么区别
1	唯品会送货是什么快递	唯品会用的是什么快递
0	高二物理选修3-2知识点总结	高二物理选修3-1知识点
1	刘德华为什么还不结婚?	你们知道为什么刘德华不结婚吗
0	好看科幻小说	好看的长篇小说
1	怎样申请新浪微博	怎样申请更多的新浪微博
0	是成语的寓言故事	词还有寓言故事的成语
1	全民英雄怎么开宝箱	全民英雄宝箱怎么开？
0	请您通过这封邮件操作重置密码一下	这个审核成功了，才会给您发送重新设置支付密码的邮件的
0	怎么样？玩游戏	玩游戏怎么卡
1	最好的摩托车是什么牌子	最好的摩托车是什么牌子的？
1	怎样哄男朋友开心？	怎么才能哄男朋友开心啊
0	这种鹦鹉是什么品种的	鹦鹉有什么品种？
0	有什么软件可以让手机快速充电	手机快速充电有什么坏处
1	株洲哪里好玩	株洲哪里好玩？
0	一分钟能做什么事，做多少	我和她一分钟能做什么？
0	空调什么时候最好卖？	什么牌空调最好
0	请问已字的偏旁是什么？谢谢！	请问是什么命人缺什么?取名宜用什么偏旁，谢谢！
0	清可以组什么词语接龙	泥可以怎么词语接龙
1	怎么升级安卓系统	安卓系统怎么升级
1	朋友你好，很高兴认识你	哦，认识你很高兴啊，
0	的字有什么组词	这是什么字？怎样组词？
1	这张图亮点在哪？	这张图亮点在哪里
1	行车记录仪什么牌子好	什么牌子的车有行车记录仪
1	怎么刷空间人气，有没有什么软件	有什么软件可以刷空间人气吗
1	走过路过不要错过。	走过路过不要错过啊
1	微信为什么收不到验证码	微信验证码为什么收不到
1	这什么玩意儿？	这个是什么玩意儿
0	黑龙江林业职业技术学院家具专业好吗？	黑龙江林业职业技术学院的室内设计技术怎么样？
0	江苏大全凯帆开关好还是浙江人民好？	浙江比江苏好吗应该是的吧
1	三国里谁最厉害	三国谁最厉害
1	在哪查询身份证照片	查询身份证照片
1	请问这是什么植物？谢谢	请问这是什么植物?谢谢
1	打麻将怎么才能赢啊哈哈？我老输	打麻将怎么能赢呀
1	学校评价如何	学校的评价如何？
1	怎么成为网络红人	怎么才可以成为网络红人
0	手机不可以注册淘宝账户吗	用手机可以投诉淘宝卖家吗？
1	时空猎人龙影怎么领	时空猎人龙影怎么才能玩的好
0	只能和您这个账号进行关联认证并且需要知道您的支付密码	亲，关联认证是需要主账户的支付宝账户和密码的亲
1	现在什么歌做手机铃声好	有什么歌比较能做铃声的
0	自己生日写什么好呢	女生写情书给男生写什么
1	请问这是哪部电影啊	请问这是哪部电影
1	影音先锋播放器手机版怎么看片	影音先锋手机版怎么看啊片
1	怎么样破解wifi密码	如何破解wifi密码，
0	一个继一个仆猜成语	一个石一个惊打成语
0	【我的世界】你会做城堡吗？	我的世界怎么去城堡
1	这是什么游戏里的人物叫什么	这是什么游戏的什么人物
1	杨幂女儿叫什么	杨幂的女儿叫什么？
1	什么电影好看	有什么好看的电影
0	是否是您注册的呢	注销需要满注册30天的哦
0	谁还看天线宝宝。	天线宝宝里都有谁
1	过年了送男朋友妈妈什么礼物好.	送男朋友的妈妈礼物送什么好呢
1	关于《武林外传》的问题！	关于《武林外传》的问题
1	男生瓜子脸适合什么发型？	男生瓜子脸适合剪什么发型？
1	怎样才能赚到更多的钱	怎样才能赚更多的钱啊
1	分手后还能做朋友吗	分手后还是朋友吗
1	什么时候会世界末日？	什么时候世界末日？
1	情人节给老婆送什么礼物好	情人节送老婆什么礼物好
1	由系统为您自动检索符合条件的投资理财产品信息并自动下单	您好，是由系统为您自动检索符合条件的投资理财产品信息并自动下单。
0	求女生头像…	谁有类似于这样的女生头像
0	怎么样可以把别人的银行卡冻结	怎么才能把他人的银行卡冻结
1	我这配置能玩洛奇英雄传吗？	我这配置可以玩洛奇英雄传吗
0	易烊千玺多高	易烊千玺是哪的
1	您现在的账户无法直接实名认证的，是需要您操作认证的账户关联认证的	您现在的账户是无法操作认证的，所以需要一个认证的账户进行关联
1	手机上怎么转账	怎么才能在手机上转账呢？
0	我想找一位埃及考古学家及其书籍！	我想跨专业报考西北大学考古学研究生，前辈们请进
1	重庆市公安局在那里	重庆市公安局在那里？
1	一个人的武林在那可以看	一个人的武林，在那能看
1	这个女孩是什么动漫的	这个动漫女孩叫什么？
0	帮我起个手抄报的题目	帮我起个笔名
1	这手串是什么木头的？	请问我的手串是什么木头？
0	什么时候能拿回本金	什么叫本金
1	喝苹果醋能减肥吗	喝苹果醋，能减肥吗？
1	怎样申请百度账号？	百度账号如何申请
0	你是谁？你的名字是什么？	我这是什么眼？是桃花眼吗？
1	求这个字体名字	求这个字体的名字！
1	江淮汽车瑞风s3这车怎么样	江淮汽车瑞风S3怎么样
1	解方程五年级	五年级解方程的。
1	我的世界，手机版怎么下地狱	我的世界手机版怎么进地狱图
0	这东西是什么。	吃什么东西扯火
1	天天酷跑进击版本什么时候更新	天天酷跑进击模式什么时候更新
0	赛尔号奈落达尔哪抓	赛尔号奈落达尔在哪
0	51海贼无双网页游戏如何进入游戏？542	海贼无双51海贼无双网页游戏如何进行充值？0830
1	个性签名什么意思	个性签名是什么意思
1	北京今天的天气如何？	今天北京天气怎么样？
0	圣诞节送什么礼物呢	圣诞节卖什么小礼物
1	星天牛吃什么呀？	天牛吃什么啊在哪找啊
1	怎样下夹子捕野猪	抓野猪怎样下夹子
0	弹弹堂的幸运礼包要怎么得啊	弹弹堂怎么打副本？。
1	哪里有干果批发	干果到哪里批发
1	为什么雷霆战机登不上	为什么雷霆战机登不上？
1	昵称什么意思	昵称是什么意思？
1	求这张图片出处是？	求这张图片的出处！
1	哪个游戏修改器好用	那些游戏修改器好用
1	给自己男朋友起什么昵称？	给男朋友起昵称起什么好啊
0	中国军事战略伙伴有哪些？	中国有实际上的军事同盟国吗？
1	怎么画眼线好看？	怎样画眼线好看？
1	手串什么木头的？	我的手串是什么木头
0	请问您是在哪里付款的呢	请问是海外直购还是海外运转的呢
0	为什么贴吧的头像换不了？	为什么我看不了头像了？
0	练习气功入门	深夜如何练气功入门
0	联通电信哪个好	电信联通刷钻
1	鲁班发明了些啥	鲁班都发明了什么
1	这是张国荣哪个电影	这是张国荣的哪个电影？
1	跑步会瘦腿还是会变粗呢？	跑步，腿会变粗吗？
0	什么粥好吃	煮山药粥加什么好吃
0	最吝啬的人成语	最宽阔的胸怀成语
0	《魔笛》是谁的作品啊？	甄嬛传是谁的作品
1	怎么才能把网店做好？	怎么才可以把网店做好呢
0	您好您是使用那个支付宝账户进行操作的，麻烦您了。	我这边显示您的支付宝账户是正常的，建议您使用电脑操作付款试一下，谢谢
1	哈尔滨俄语四级辅导哪里的好	哈尔滨哪里的俄语四级辅导好
1	女儿好，还是儿子好	生女儿好还是生儿子好
1	怎么锻炼小腹肌	如何锻炼腹肌
1	怎么下载蚂蚁战车	蚂蚁战车怎样下载
1	皮皮免费高清影视为什么播放不了?	我的皮皮免费高清影视看不了是怎么回事？
1	你是四叶草吗？	你是四叶草吗
0	买手表，香港便宜还是台湾便宜	为什么说买二手车便宜？便宜在哪？
0	多吃干香菇有营养吗	早餐生意做什么才多人吃
0	天天飞车叉叉助手现在能用了吗	谁有叉叉助手天天飞车辅助？
0	谁能告诉我回的近义词是什么？	彼此的近义词是什么？请告诉我。
1	人生四大喜事是什么？	人生四大喜事是什么。
1	天天酷跑刷分外挂	天天酷跑刷分外挂有哪些
1	节奏大师咋开外挂	节奏大师怎么开外挂
0	润九月冻冬季同一时间比往年冷还是暖和	冬季怎么穿衣服暖和又不会看起来臃肿
0	你干嘛那？这句是什么意思？	你干嘛呢那么多话是什么意思啊
1	是不是怀孕了	这是不是怀孕
1	苹果产地在哪里	苹果的产地是哪里？
0	欢乐颂是谁写的	求凹凸的笔顺！写在纸上！
1	有什么办法可以得到免费流量啊	有什么方法可以免费获得移动流量
1	充电宝多少钱一个啊？	这种充电宝多少钱？
1	染红色头发好看吗？	染头发红色好看吗？
1	求非主流女生头像	求非主流女生头像。
0	有没有很简单易学的舞蹈呀？四个女生	什么舞蹈最简单易学一些？
1	中国哪个地方美女最多	中国哪个地方，美女最多？
1	生女儿好还是儿子好？	儿子好还是女儿好
0	在哪里可以免费下载交谊舞	在哪里能下载免费的电子书
1	憧憬，是什么意思	憧憬是什么意思？
1	为什么要打人	为什么要打人呢
1	求茄子门全集，	求茄子门全集
0	敷完面膜不用洗脸可以吗？	刚敷完面膜可以用芦荟胶吗？
1	怎样查信用卡余额	信用卡怎么查余额
0	日语晚上好怎么读	晚上见日语怎么说
1	坦克是哪个国家发明的	请问坦克最早是哪个国家发明的
0	南昌大还是长沙大	奔驰为什么卖不过奥迪宝马
1	搜狗输入法怎么下载	搜狗输入法怎样下载？
1	这里是什么地方	这个地方叫什么
0	女友的说说什么意思	女友说我是逗比。什么意思
1	这鞋子的牌子叫什么？	这鞋子是什么牌子的
0	赶集网靠谱吗	谁帮我介绍靠谱的网上兼职？
0	冒险岛私服062双倍经验卡	冒险岛双倍经验卡计时
0	凡客帆布鞋的邮费	凡客60帆布鞋怎么样
0	谁知道那有免费的电影网站？	谁有可以免费下电影的好网站
0	皮表带怎么拆	怎么拆这个表带啊！
0	通过蛇人类发明了什么	梦见蛇意味着什么？
1	女中豪杰是什么生肖	女中豪杰指什么生肖
1	努力的反义词是什么？	努力的反义词是什么
1	有什么软件可以赚钱？	有什么软件可以赚钱，
1	为什么我的浏览器看不到视频?	为什么我看不到网页的视频？
1	谁知道这块石头是什么？	谁知道这块石头是什么石头
1	中国会和日本打仗吗	中国和日本会打仗吗
0	面条怎么做	面条怎么做才耐煮
1	为什么男人喜欢肉色丝袜	为什么男人喜欢女人的丝袜呢
1	梦幻西游蟹将怎么加点	梦幻西游帮我看这个是怎么加点的
0	您的这个是签约的快捷银行卡的，快捷是不支持实时提现的	核实您的这个银行卡是签约的快捷的支付的，是快捷支付的限额的
1	买婴儿床什么牌子好	婴儿床什么牌子好？求荐？
0	兰州碗中王牛肉拉面怎么样	三江源兰州牛肉拉面怎么样
0	猪和龙生肖相配吗	生肖鼠与羊相冲吗？
0	无法认证，页面的提示是什么呢？	具体的到账页面是有提示的，您可以看下，请问还有什么可以帮您的吗？
0	您可以使用一个新邮箱或者手机进行注册的	注册是可以使用邮箱或者手机号的。
0	中国历史上最伟大的文学家是谁？	世界最杰出最伟大的文学家是谁
0	不一样的美男子大结局童雨晨死了吗	不一样的美男子就这样结局了？
1	有什么好看的小说么？	有小说好看吗
1	陈世美是什么生肖？	陈世美属什么生肖？
0	敷完面膜后可以抹芦荟胶吗	芦荟胶做面膜好吗
1	支付宝帐号是什么？	支付宝帐号指什么？
1	菠萝是怎么长的图片	菠萝怎么长的图片
0	奢望是什么意思	奢望你的爱是什么意思呢
1	现在做什么小生意好？	现在做什么小生意好啊
0	意大利运动品牌	周杰伦意大利运动品牌手表
0	政治和思想品德一样吗	什么是政治，是思想品德吗？
0	摩羯女金牛男	关于金牛女和摩羯男
0	汽车站可以带宠物吗	长途汽车可以带宠物吗
0	请问您操作的是余额宝转出到银行卡吗？	您好，是银行卡转账到银行卡吗，还是用账户余额转账到银行卡呢？
0	怎么做代购服装	服装批发生意好做吗
0	神武天魔带什么孩子	神武天魔要什么孩子。
0	请问照片上的女优是谁？	请问照片中的明星是谁？
0	一盒德芙巧克力的价格	德芙的巧克力要是买一盒里面是一大块还是一小块
0	如何学习好摩斯密码	手机美图秀秀怎么抠图
1	求豆花文替身玩偶完整版	求豆花文《替身玩偶》完整版
0	是用您的身份证进行实名认证的吗	如果是没有升级认证，可以操作升级认证的哦
1	请问，这是哪个动漫人物	请问这是什么动漫里的人物？
1	国安新外援是谁啊	国安的外援都是谁
0	什么时候可以领问道新手卡	神魔大陆怎样又领新手又领礼包
0	双鱼座指的是什么？	双鱼座配什么座
1	牛仔裤怎么洗不褪色	牛仔裤裤怎么洗不褪色？
1	狗狗会做梦吗	狗狗会做梦么？！
1	求可爱萌的动漫图片！	求动漫的可爱图片
1	怎样学好文言文	如何学好文言文
1	魔兽世界猎人术士哪个好玩	魔兽世界猎人和术士哪个好玩！详细说说
1	小学五年级语文	小学五年级语文题
1	汕头哪里招暑假工	汕头哪里招暑假工？
1	《大话西游》里的插曲	大话西游其中的插曲
1	请腾讯客服号码多少	腾讯人工客服多少
0	请您把您的支付宝账户提供一下，小二查询一下具体您是怎么操作的，麻烦您了。	麻烦您把付款的【时间】和【金额】告诉下我，我先帮您查询下情况。
1	现货白银的操作建议哪里有？	哪里有现货白银操作建议？
0	快看漫画怎么收藏啊	在不在线啊？求处理照片啊
1	明天依然爱我的主题曲	求明天我依然爱你主题曲
1	给淘宝店铺取个名字！	大家帮忙起个淘宝店铺名字吧
1	一年四季都盛开的花是什么花？	一年四季盛开的花是什么花
0	我要写作业，怎么办？	我要问作业。
1	鸽子怎么分公母	鸽子怎么分公母的呢
0	冥祭这个词是什么意思	读你这个词是什么意思？
1	女士钱包什么牌子好	女士钱包什么牌子好用？
1	爸爸去哪儿电影去哪看	爸爸去哪儿大电影
1	这图片是什么电影?	这是什么电影？有图片
1	骤然是什么意思？	骤然的意思是什么
1	用一个哑铃怎么练胸肌？	只有一个哑铃怎么练胸肌
1	太阳黑子小说	太阳黑子的全部小说
1	奥拉星怎么打烈焰鸟	奥拉星烈焰鸟怎么打
0	汽车自己喷漆	汽车钣金喷漆
0	一朵玫瑰花代表什么	十一朵玫瑰花代表什么
0	您输入一下手机号	您输入一下手机号哦
0	中国历史上最幸运的皇后是谁？	中国历史上最美的皇后和妃子是谁？
1	求《善良的美艳妈妈》全本+番外~有的高分	求《善良的美艳妈妈》全本番外~有的高分
1	怎样知道自己驾照还有多少分？	怎样才知道我的驾照还有多少分
1	为什么河南人这么没素质	为什么河南人这么没素质呢
0	舌头发白怎么治	我的舌头怎么发白
1	怎么系领带	怎么记领带？
0	江苏省环保厅举报电话是多少？	江苏省公安厅的报警号码是多少
0	办临时身份证都要什么	办身份证要什么东西
1	切西瓜游戏怎样下载？	切西瓜游戏下载
0	我们为什么不能在一起	为什么喜欢一个人却不能在一起？
0	雷霆战机被封号了，谁能解封	QQ雷霆战机被封号了，能解封吗
0	小孩尿床看什么科	小孩尿床吃什么好
1	求这张图片的出处，	求此张图片出处！
1	火车票改签可以提前几天	火车票改签能提前几天吗？
0	今天怎么不下雨？	今天是腊月初一吧
0	认真地什么	我们该对什么认真？
